ID_Consulta,Tipo_Consulta,Consulta,Respuesta_SAE,Departamento_SAE,Satisfaccion_Cliente,Tiempo_Respuesta_Minutos
148,Académica,¿Cómo sé si estoy en riesgo académico?,Tu riesgo académico se evalúa según tu promedio ponderado. Consulta tu historial académico o a tu coordinador de carrera.,Secretaría Académica,4,20
149,Tecnológica,¿Cómo puedo usar mi cuenta de estudiante para Google Drive ilimitado?,"Tu cuenta institucional de UTP te da acceso a Google Workspace, que incluye espacio ilimitado en Google Drive. Simplemente inicia sesión.",Soporte TI,5,10
150,Financiera,¿Qué documentos necesito para solicitar una beca socioeconómica?,"Los documentos para beca socioeconómica incluyen constancias de ingresos, gastos, situación familiar. Revisa la convocatoria de Bienestar.",Tesorería,4,60
151,Académica,¿Cuál es el proceso para cambiar de modalidad de estudio (presencial a semipresencial)?,El cambio de modalidad está sujeto a la oferta académica y disponibilidad de vacantes. Debes solicitarlo en Secretaría Académica.,Secretaría Académica,3,80
152,Bienestar,¿La universidad ofrece servicios de orientación legal gratuita?,"Sí, Bienestar Universitario ofrece asesoría legal básica gratuita para estudiantes en temas puntuales. Consulta horarios.",Bienestar Universitario,4,30
153,Financiera,¿Puedo realizar el pago de mi matrícula desde el extranjero?,"Sí, puedes realizar pagos desde el extranjero mediante transferencia bancaria internacional. Contacta a Tesorería para los datos.",Tesorería,3,70
154,Académica,¿Cuándo es el periodo de retiro de asignaturas con derecho a devolución de pago?,El periodo para el retiro de asignaturas con devolución de pago suele ser durante las primeras semanas de iniciado el semestre.,Secretaría Académica,4,40
155,Tecnológica,El sistema de asistencia de huella digital no me reconoce.,"Si el lector de huella no te reconoce, acércate a la oficina de Soporte TI para que vuelvan a registrar tu huella o te den una solución alternativa.",Soporte TI,4,25
156,Bienestar,¿Dónde puedo encontrar el reglamento de convivencia estudiantil?,El reglamento de convivencia estudiantil está disponible en la sección de Bienestar Universitario del portal de la UTP.,Bienestar Universitario,5,10
157,Académica,¿Cómo solicito una constancia de notas para postular a otra universidad?,"La constancia de notas para postulación externa se solicita en línea a través del portal del estudiante, indicando el fin.",Secretaría Académica,5,40
158,Financiera,¿Hay algún cobro por el carné de medio pasaje universitario?,El carné de medio pasaje universitario tiene un costo único que se paga al inicio de tu vida universitaria. Revisa en Tesorería.,Tesorería,4,20
159,Bienestar,¿Se ofrecen talleres de primeros auxilios o brigadas de emergencia?,"Sí, Bienestar Universitario organiza capacitaciones en primeros auxilios y forma brigadas de emergencia. Mantente atento a las convocatorias.",Bienestar Universitario,5,25
160,Tecnológica,No puedo acceder a la plataforma de exámenes en línea.,"Verifica tu conexión y que el navegador sea compatible. Si el problema persiste, contacta a Soporte TI inmediatamente.",Soporte TI,3,30
161,Académica,¿Cuál es el procedimiento para una convalidación de idiomas?,"La convalidación de idiomas se gestiona con el Centro de Idiomas de la UTP, presentando tus certificados reconocidos.",Secretaría Académica,4,60
162,Financiera,¿Cómo me entero de las fechas de pago de mis cuotas?,Las fechas de pago de tus cuotas están detalladas en el cronograma de pagos disponible en tu portal del estudiante.,Tesorería,5,5
163,Bienestar,¿Hay algún servicio de apoyo para estudiantes con discapacidad?,"Sí, Bienestar Universitario ofrece apoyo y adaptaciones para estudiantes con discapacidad. Contáctalos para más información.",Bienestar Universitario,5,30
164,Académica,¿Cómo solicito una cita con mi coordinador de carrera?,Puedes solicitar una cita con tu coordinador de carrera a través del portal del estudiante o directamente por correo electrónico.,Secretaría Académica,4,15
165,Tecnológica,Mi acceso a la VPN no me permite ver ciertas páginas web.,Asegúrate de que la configuración de la VPN sea correcta. Algunos sitios pueden estar bloqueados por políticas de red. Contacta a Soporte TI.,Soporte TI,3,50
166,Financiera,¿Puedo pagar mi matrícula con cheque?,"No, la UTP no acepta pagos con cheque. Solo efectivo, transferencia, depósito o tarjeta.",Tesorería,3,10
167,Bienestar,¿La UTP organiza ferias de empleo?,"Sí, Bienestar Universitario organiza ferias de empleo y reclutamiento con empresas aliadas periódicamente.",Bienestar Universitario,5,20
168,Académica,¿Cómo solicito un duplicado de diploma de grado/título?,El duplicado de diploma se solicita en Secretaría Académica y tiene un costo. Requiere tiempo de trámite.,Secretaría Académica,3,120
169,Tecnológica,El sistema de registro de asistencia con QR no me funciona.,"Asegúrate de que la aplicación esté actualizada y de que tu cámara escanee bien el código QR. Si el problema persiste, reporta a tu docente o Soporte TI.",Soporte TI,4,20
170,Financiera,¿Hay un plan de pagos especial para casos de emergencia?,"En casos de emergencia económica comprobada, puedes solicitar un plan de pagos especial a Tesorería. Se evalúa individualmente.",Tesorería,3,80
171,Académica,¿Cómo solicito una constancia de estudios para viaje al extranjero?,La constancia de estudios para viajes al extranjero se solicita en Secretaría Académica y puede requerir sellos adicionales. Anticipa el trámite.,Secretaría Académica,4,70
172,Bienestar,¿Dónde puedo encontrar información sobre el club de lectura de la UTP?,El club de lectura es una iniciativa de Bienestar Universitario. Revisa los avisos en su portal o contacta a su área cultural.,Bienestar Universitario,4,15
173,Financiera,"¿Qué es el """"pago por concepto de servicios académicos""""? ¿Es parte de la matrícula?",Es un pago adicional a la matrícula que cubre ciertos servicios. Consulta el desglose en tu estado de cuenta o con Tesorería.,Tesorería,4,25
174,Académica,¿Cómo puedo acceder a los laboratorios de mi carrera fuera de horario de clases?,El acceso a laboratorios fuera de horario de clases requiere autorización de tu facultad y puede estar sujeto a supervisión.,Secretaría Académica,3,40
175,Tecnológica,"Mi cuenta de correo institucional está llena,  ¿cómo libero espacio?","Puedes liberar espacio eliminando correos grandes o moviéndolos a tu Google Drive. Si necesitas más ayuda, contacta a Soporte TI.",Soporte TI,4,30
176,Bienestar,¿Se ofrecen talleres de primeros auxilios o brigadas de emergencia?,"Sí, Bienestar Universitario organiza capacitaciones en primeros auxilios y forma brigadas de emergencia. Mantente atento a las convocatorias.",Bienestar Universitario,5,25
177,Académica,¿Cómo solicito una dispensa por inasistencia a exámenes?,Las dispensas por inasistencia a exámenes se solicitan con la justificación y documentación médica/legal pertinente en Secretaría Académica.,Secretaría Académica,3,80
178,Financiera,¿Los costos de los materiales de laboratorio están incluidos en la matrícula?,"No, los costos de materiales de laboratorio suelen ser adicionales y varían por curso. Consulta con tu docente o facultad.",Tesorería,3,35
179,Bienestar,¿Existe un programa de mentoría entre estudiantes antiguos y nuevos?,"Sí, Bienestar Universitario tiene un programa de mentoría para ayudar a los estudiantes nuevos a adaptarse. Puedes inscribirte al inicio del semestre.",Bienestar Universitario,5,20
180,Tecnológica,No puedo reproducir los videos de las clases en el aula virtual.,"Verifica tu conexión a internet, la velocidad, y que tu navegador esté actualizado. Si el problema persiste, contacta a Soporte TI.",Soporte TI,3,40
181,Académica,¿Cuál es el proceso para cambiar de turno de estudio?,El cambio de turno se solicita en Secretaría Académica y está sujeto a disponibilidad de vacantes y justificación.,Secretaría Académica,3,60
182,Financiera,"¿Si repruebo un curso,  debo pagarlo de nuevo al matricularme?","Sí, si repruebas un curso y debes llevarlo de nuevo, este se suma a tu carga académica y, por ende, al costo de tu matrícula.",Tesorería,4,20
183,Bienestar,¿Hay un club de debates o de oratoria en la UTP?,"Sí, Bienestar Universitario promueve clubes de debates y oratoria. Consulta su programación para unirte.",Bienestar Universitario,5,15
184,Académica,¿Cómo solicito una constancia de tercio superior?,La constancia de tercio superior se solicita en Secretaría Académica una vez que se han cerrado las notas de un periodo determinado.,Secretaría Académica,4,30
185,Tecnológica,No puedo ver el contenido de los PowerPoints en el aula virtual.,"Asegúrate de tener un visor de PowerPoints en tu dispositivo. Si el archivo está corrupto, notifica a tu docente.",Soporte TI,3,25
186,Financiera,¿Puedo pagar mis estudios con una línea de crédito de un banco externo?,"Sí, algunos bancos ofrecen líneas de crédito estudiantiles. La UTP puede proporcionarte la documentación necesaria si lo solicitas.",Tesorería,3,50
187,Bienestar,¿Se organizan excursiones o viajes de estudio para estudiantes?,Algunas carreras o Bienestar Universitario organizan viajes de estudio o excursiones. Mantente atento a los comunicados de tu facultad.,Bienestar Universitario,4,35
188,Académica,¿Cómo se calcula el promedio ponderado semestral?,"El promedio ponderado semestral se calcula sumando el producto de cada nota por su crédito, dividido entre el total de créditos matriculados ese semestre.",Secretaría Académica,5,15
189,Tecnológica,El portal del estudiante está lento o no carga.,"Verifica tu conexión a internet. Si el problema es generalizado, puede ser una interrupción del servicio; intenta más tarde o contacta a Soporte TI.",Soporte TI,3,20
190,Financiera,¿Hay algún límite de edad para solicitar una beca en la UTP?,"No, generalmente no hay límite de edad para la mayoría de becas, aunque algunas podrían tener requisitos específicos. Consulta la convocatoria.",Tesorería,4,30
191,Bienestar,¿La UTP tiene un programa de prevención de adicciones?,"Sí, Bienestar Universitario realiza charlas y campañas de prevención de adicciones y ofrece orientación. Contacta su área de salud.",Bienestar Universitario,5,20
192,Académica,¿Cómo solicito una constancia de notas para mi beca internacional?,La constancia de notas para becas internacionales requiere un formato específico. Coordina con Secretaría Académica para los requisitos.,Secretaría Académica,4,60
193,Tecnológica,No puedo acceder al campus virtual desde mi celular.,"Descarga la aplicación oficial del campus virtual y asegúrate de tener una conexión estable. Si persiste, contacta a Soporte TI.",Soporte TI,4,25
194,Financiera,¿Puedo usar mi carné universitario como tarjeta de débito?,"No, el carné universitario solo es para identificación y acceso a servicios universitarios, no funciona como tarjeta de débito.",Tesorería,5,5
195,Bienestar,¿Ofrecen servicio de orientación psicológica para problemas de ansiedad?,"Sí, Bienestar Universitario ofrece atención psicológica especializada en problemas como la ansiedad y el estrés. Solicita una cita.",Bienestar Universitario,5,30
196,Académica,¿Cuál es la diferencia entre egresado y bachiller?,Un egresado ha culminado todos los créditos de su carrera. Un bachiller ha obtenido el grado académico de bachiller al cumplir requisitos adicionales como el idioma.,Secretaría Académica,5,20
197,Tecnológica,"Mi correo institucional está bloqueado,  ¿cómo lo desbloqueo?","Si tu correo está bloqueado por intentos fallidos, espera unas horas. Si persiste, contacta a Soporte TI para un desbloqueo manual.",Soporte TI,3,40
198,Financiera,¿Los costos de los cursos de nivelación son adicionales a la matrícula?,"Sí, los cursos de nivelación tienen un costo adicional y se pagan aparte de la matrícula de tu carrera.",Tesorería,4,20
199,Bienestar,¿Puedo recibir asesoría legal para un problema personal fuera de la universidad?,"La asesoría legal de Bienestar Universitario es básica y orientativa, centrada en temas académicos o universitarios. Para problemas personales complejos, te orientarán dónde buscar ayuda externa.",Bienestar Universitario,3,45
200,Administrativa,¿Dónde reviso el reglamento de sanciones y faltas?,"En la intranet, sección 'Documentos Institucionales', encontrarás el reglamento actualizado.",Administrativa,4,15
